"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EB7YJUV4","book","2019","Eren, Fatmanur Alibekiroğlu","Akılcılık, Mürcie ve Ebu Hanife Çizgisinde Bir Oluşum Olarak Ashabu'R-Rey","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Gece Kitaplığı","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXMW89Y6","book","2019","Gökçe, Ferhat","İslam’da Peygamberlere İman","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","DİB Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHN29E7B","book","2019","Gökçe, Ferhat","İsnadlarda Saklı Eserler Humeyd b. Zencuye’nin Kitabu’t-Tergib’inin Yeniden İnşâsı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","İlahiyat Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBWDY888","book","2019","Gökçe, Ferhat; Düzenli, Muhittin","Hadis Usulü","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Kırgız-Türk Manas Üniversitesi Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZE6M2KNW","book","2019","Tekin, Feridun","Hz. Peygamber (sav.) Döneminde Sosyal Hizmetler","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Siyer Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAEV7VWH","book","2019","Köse, Feyza Betül","Hz. Ömer","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2E9GI3K8","book","2019","İstemi, Fuat","Bir Hadis Usulü Kaynağı Olarak er-Risale","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Fecr Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTUCIYBC","book","2019","Aydın, Garip","Ayetler ve Hadisler Işığında Hastalara Manevi Destek","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Kimlik Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2M2XHWI2","book","2019","Şenyayla, Gencal","Hz. Süheyb-i Rumi","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WIYXTEH","book","2019","Goldziher, Ignaz","İslam Kültürü Araştırmaları 1","","978-605-69286-4-2","","","","“Büyük, Arab dili âlimi” Fuad Sezgin   “İslam Tedkiklerinin büyük mütehassısı...” Fuad Köprülü   “Muhammedaniche Studien kitabı yazıldığı zamandan günümüze kadar, şarkiyyat sâhasında, araştırıcılara yol gösteren ‘Mukaddes İncil’ gibi telakki edilmiştir.” Muhammed Mustafâ el-A’zamî   “[Avrupalı] en büyük muhaddislerden olan muhterem Goldziher...” Zâkir Kâdirî Ugan   “İslâmiyet hakkındaki asrî tenkîdin asıl babası odur...” Leone Caetani   “Batılı oryantalistlerin gözünde (Goldziher) İslamî tedkiklerin tartışılmaz üstadıdır.” Louis Massignon   “Goldziher hadîsin gelişimi üzerine ilk tarihî değerlendirmede bulunmuştur ki, esasta değerini korumakta ve günümüzde dahî hayranlık uyandırmaktadır.” Gregor Schoeler   Goldziher’e göre şarkiyatçının ana hedefi, insanlığın fikrî gelişimine şarkın yaptığı katkıyı, şarkın kendi kaynaklarından tesbit etmektir. Bunun için de çoğu müsteşrıktan farklı olarak üzerinde yazdığı konularda müslüman kaynaklarını hareket noktası olarak ele almıştır. Bugün elimizde bulunan İslamî kültür kaynaklarını bizzat değerlendirmeden, ilim dünyasında söz sahibi olmanın imkânı yoktur. Âlemlere rahmet bir Peygamber’e liyakatte başka ölçü olmadığına göre, bu şuura sahib ilmiyye sınıfımızın, milleti gayr-i müslim âlimlere muhtaç bırakmayacak bir seviyeye er geç ulaştıracağına olan inancımız tamdır.","2019","2024-12-29 07:31:04","2025-01-27 18:47:48","","","392","","","","","","","","","","OTTO","Ankara","TR","","","","Çeviri","","","","","","","","","","","Cihat Tunç","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCM4MFV9","book","2019","Turhan, Halil İbrahim","Hicri III. Asırda Rical Tenkidi Ali b. el-Medini Örneği","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","STS Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTLREKTA","book","2019","Özkan, Halit","Veda Haccı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","TMKV","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NWIHI2Q","book","2019","Akgün, Hüseyin","Hadis Rivayet Coğrafyası Hicri İlk 150 Yıl","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","İFAV Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YGG3FZS","book","2019","Brown, Jonathan; Snovber, Ahmad; Kuzudişli, Bekir","Nazariyyetü'n-Nümuvvi'l-Aks Lil-Esanid Inde'l-Müsteşrikin","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Ervika","","AR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBKJMC6Y","book","2019","Demirci, Kadir","Zeydiyye ve Hadis","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Gece Kitaplığı","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPYET8GV","book","2019","Demirci, Kadir","İbaziyye'nin Hadise Bakışı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Gece Kitaplığı","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRHWSW2K","book","2019","Gurbet, Mahmut","Hadiste Sağlam Nüsha Oluşturma Çalışmaları","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Mana Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3HDRX44","book","2019","Kapar, Mehmet Ali","Hz. Abdurrahman b. Avf","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S686P4KG","book","2019","Efendioğlu, Mehmet","Hulefa-i Raşidin Devri Sahabe Anlayışı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","İFAV Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3UV4URQ","book","2019","Yılmaz, Mehmet","Abdullah b. Ravaha ve Eski Arap Şiirindeki","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Emin Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D54JKNGF","book","2019","Şimşir, Mehmet","Hz. Ümmü Haram","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4MA8XIN","book","2019","Eser, Mithat","Hz. Talha b. Ubeydullah","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASS7QU8V","book","2019","Kartal, Muhammed Alparslan","II. Meşrutiyet Dönemi Huzur Derslerinde Hadis (Vildan Faik Efendi'nin Mevaizu'l-Hisan'ı Özelinde)","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Sonçağ Yayıncılık","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ATFD556","book","2019","Topgül, Muhammed Enes","Rivayetten Raviye Cerh-Tadil Hükümleri Nasıl Oluştu?","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","İFAV Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLKTJXUE","book","2019","Ekinci, Muhammed Salih","Sünnet Kelimesinin Lügat ve İstilah Anlamı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Nida Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7ZLENS8","book","2019","Şefi, Muhammed","İslam'da Sahabenin Konumu ve Tarih İlmi","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Literatürk Academia","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HLUFGL5","book","2019","Akarsu, Murat","Hz. Hasan","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9USDNVW","book","2019","Gökalp, Murat","Kadı Iyaz ve Şifa Adlı Eserinde Peygamber Tasavvuru","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Kimlik Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAN86CYA","book","2019","Güzel, Murat","Hz. Ali","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beyan Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISDKTNCZ","book","2019","Köylüoğlu, Musab","Büyük İhanet Hadis İnkarı","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Beka Yayınları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJQLMASV","book","2019","Altuntaş, Mustafa Celil","Osmanlı İlim Geleneğinde Buharihanlık","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Katip Yayınevi","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BEX42XF","book","2019","Sarıbıyık, Mustafa","İlk Dönem İslam Toplumunda Kadın Sahabiler","","","","","","","2019","2024-12-29 07:31:04","2024-12-29 07:31:04","","","","","","","","","","","","","Ark Kitapları","","TR","","","","Araştırma Kitabı","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
